id,split,label,control_domain,review_status,priority,reviewer,notes
CS-LOG-RET-169-AF7B2320,train,IRRELEVANT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-214-E8E5D97B,train,PARTIAL,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-259-E5A8B0E2,train,INSUFFICIENT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-274-8F3662A3,train,PARTIAL,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-274-900442EB,train,CONTRADICTORY,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-289-ACFB2ECD,validation,SUFFICIENT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-071-2607C0CE,test,INSUFFICIENT,network_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-071-B18E8FA5,test,CONTRADICTORY,network_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-116-0FACCEDB,train,SUFFICIENT,network_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-116-22C178C6,train,CONTRADICTORY,network_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-116-91DD59F6,train,IRRELEVANT,network_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-131-1795F68F,challenge,INSUFFICIENT,network_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-131-4883BECB,challenge,CONTRADICTORY,network_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-131-4A8EB605,challenge,PARTIAL,network_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-131-51B8FC5D,challenge,IRRELEVANT,network_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-131-65216269,challenge,SUFFICIENT,network_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-161-2664080C,train,SUFFICIENT,network_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-176-8CB44FDC,train,PARTIAL,network_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-221-E905A4DA,train,PARTIAL,network_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-221-F524AAE0,train,IRRELEVANT,network_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-281-1B2431DF,challenge,INSUFFICIENT,network_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-281-594DA59B,challenge,CONTRADICTORY,network_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-281-70CAB2E6,challenge,SUFFICIENT,network_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-281-7BF1DD32,challenge,PARTIAL,network_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-281-B0DDD342,challenge,IRRELEVANT,network_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-NET-FW-296-5B15B63A,train,INSUFFICIENT,network_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-002-58186E03,train,PARTIAL,privileged_access,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-017-26AB7C33,challenge,IRRELEVANT,privileged_access,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-017-7624EB96,challenge,PARTIAL,privileged_access,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-017-D59CAA45,challenge,CONTRADICTORY,privileged_access,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-017-E1F436F5,challenge,INSUFFICIENT,privileged_access,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-017-E898A8C1,challenge,SUFFICIENT,privileged_access,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-032-C43C815E,validation,SUFFICIENT,privileged_access,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-047-1E5FCBC8,test,INSUFFICIENT,privileged_access,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-062-56012B89,train,SUFFICIENT,privileged_access,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-092-73A949C1,train,IRRELEVANT,privileged_access,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-122-0F4F5D5A,train,PARTIAL,privileged_access,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-152-CF58546A,train,INSUFFICIENT,privileged_access,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-167-A027A4C4,train,CONTRADICTORY,privileged_access,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-182-62C8B857,test,IRRELEVANT,privileged_access,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PAM-JIT-197-EA7286BE,validation,CONTRADICTORY,privileged_access,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-007-1A3D744A,train,INSUFFICIENT,patch_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-007-39C1F9E9,train,IRRELEVANT,patch_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-052-959AC796,train,CONTRADICTORY,patch_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-097-46D8FA81,challenge,SUFFICIENT,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-097-5B3630B9,challenge,INSUFFICIENT,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-097-DCC72A11,challenge,CONTRADICTORY,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-097-E7F5F465,challenge,PARTIAL,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-097-ED4625D0,challenge,IRRELEVANT,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-112-A0F44E32,train,SUFFICIENT,patch_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-112-CB33B46D,train,INSUFFICIENT,patch_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-127-1ABDA49D,train,PARTIAL,patch_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-142-3ACE9F96,challenge,SUFFICIENT,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-142-4F7B73B0,challenge,IRRELEVANT,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-142-87E34F6E,challenge,CONTRADICTORY,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-142-AF40B2AF,challenge,PARTIAL,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-142-FA990128,challenge,INSUFFICIENT,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-187-6EBA6A2E,validation,IRRELEVANT,patch_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-202-2F5F43E3,train,SUFFICIENT,patch_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-232-B0E1A0F0,validation,CONTRADICTORY,patch_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-277-07C7CDD1,challenge,PARTIAL,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-277-10104812,challenge,SUFFICIENT,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-277-8AE62D85,challenge,CONTRADICTORY,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-277-C5A6AD93,challenge,IRRELEVANT,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-277-DD2E46A6,challenge,INSUFFICIENT,patch_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-PATCH-OS-292-23918089,test,PARTIAL,patch_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-TPRM-SOC-027-23F84BBB,train,INSUFFICIENT,third_party_controls,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-TPRM-SOC-027-291267CC,train,SUFFICIENT,third_party_controls,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-TPRM-SOC-027-4C2E2F53,train,PARTIAL,third_party_controls,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-TPRM-SOC-042-B84BA685,train,INSUFFICIENT,third_party_controls,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-TPRM-SOC-057-FA43D442,train,IRRELEVANT,third_party_controls,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-TPRM-SOC-132-3173E592,validation,CONTRADICTORY,third_party_controls,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-TPRM-SOC-162-C9681DCD,validation,PARTIAL,third_party_controls,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-TPRM-SOC-177-43B2130D,train,CONTRADICTORY,third_party_controls,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-TPRM-SOC-177-4CFA1F2E,train,IRRELEVANT,third_party_controls,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-TPRM-SOC-207-BA0A4C88,validation,SUFFICIENT,third_party_controls,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-VULN-SCAN-02-6E36B2B8,train,CONTRADICTORY,vulnerability_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-VULN-SCAN-02-C0BE2CF5,train,INSUFFICIENT,vulnerability_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-VULN-SCAN-03-44C413F9,validation,PARTIAL,vulnerability_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-VULN-SCAN-03-A585CEB2,validation,SUFFICIENT,vulnerability_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-VULN-SCAN-05-A302A7BD,train,SUFFICIENT,vulnerability_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-VULN-SCAN-05-BE552C15,train,IRRELEVANT,vulnerability_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-VULN-SCAN-17-3897B075,train,INSUFFICIENT,vulnerability_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-VULN-SCAN-18-6FDC03C0,train,CONTRADICTORY,vulnerability_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-VULN-SCAN-23-906E0ED3,train,PARTIAL,vulnerability_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-VULN-SCAN-29-0DD3588B,train,IRRELEVANT,vulnerability_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
